Culture,Criticality,Criticality Modifier,Initial Known,Inter Dependency,Dynamism,Size,Plan,Team Size,Cost-,Score-,Idle-
0.702322265,0.675038361,0.277857429,0.976807977,0.249192717,0.670096734,0.09610768,0.218279279,0.351085923,0.09765341,0.173282679,0.178571429
0.303316762,0.290430253,0.697749733,0.990472268,0.482589526,0.112332662,0.419102113,0.006096518,0.293227287,0.191400706,0.245693272,0.504032258
0.791144758,0.189478483,0.527319347,0.520964902,0.501095086,0.93724933,0.625028423,0.716168767,0.036344478,0.172542317,0.57586016,0.068181818
0.461055989,0.312356611,0.658835142,0.628649931,0.510333331,0.13199126,0.250836117,0.943612877,0.637923027,0.204572838,0.270371535,0.35472973
0.942931442,0.040929614,0.305183967,0.450303804,0.174000324,0.644809059,0.297887284,0.28718847,0.755565508,0.136959211,0.591362346,0
0.97563796,0.750354232,0.225162722,0.24167539,0.028655319,0.079888909,0.662637731,0.946982773,0.210462892,0.163202583,0.359530316,0.504310345
0.123087324,0.473179232,0.603052115,0.695948,0.221573229,0.122153153,0.821649603,0.621517789,0.870425613,0.426444953,0.093751908,0.104384134
0.517268432,0.706467519,0.138543208,0.417378365,0.38522116,0.526204335,0.036662552,0.277104724,0.954766224,0.091056018,0.415098108,0.125
0.675484217,0.036051644,0.322283913,0.939890715,0.64657453,0.378230703,0.417685404,0.956948039,0.406781094,0.129549452,0.438936147,0.12195122
0.49238979,0.780525133,0.913648444,0.663931759,0.805239665,0.934546908,0.699412173,0.998119629,0.987750852,0.572081851,0.523028785,0
0.094527032,0.931369969,0.797525506,0.739415642,0.521100707,0.220794893,0.953847734,0.038141763,0.639104042,0.563000013,0.121573914,0.058252427
0.296545297,0.009897205,0.023954622,0.249468846,0.431599403,0.855912435,0.567802444,0.803139447,0.791533845,0.076920243,0.488072448,0.147058824
0.917154368,0.000399937,0.552192072,0.95009009,0.721732465,0.880454396,0.937481752,0.011797254,0.276730108,0.226112606,0.562105408,0
0.951324225,0.863445166,0.424980735,0.52689615,0.153522853,0.172744562,0.3085574,0.898207117,0.374363717,0.215543277,0.316042007,0.286458333
0.346934928,0.842084821,0.9813458,0.52131571,0.498285729,0.368264355,0.352116609,0.605984736,0.409516581,0.459598529,0.357949247,0
0.547376665,0.35321082,0.1267956,0.30361724,0.231902195,0.115242772,0.705407526,0.904320381,0.6067675,0.153180912,0.153086553,0
0.270738294,0.643033695,0.373061739,0.311692539,0.81695683,0.378559678,0.384456273,0.354007017,0.207535351,0.204505874,0.317178772,0.553278689
0.076734698,0.386864478,0.096506079,0.128005692,0.655180941,0.257035463,0.301758712,0.077570796,0.245643906,0.062340067,0.090637065,0
0.922166291,0.95480352,0.876574305,0.194716287,0.343472722,0.992895262,0.201140286,0.443927168,0.008517965,0.216654102,0.240654783,0
0.742943498,0.275661686,0.761866934,0.086742759,0.65206075,0.894286291,0.520083648,0.013260724,0.569706051,0.38133299,0.597511586,0.432098765
0.905574605,0.99262017,0.090488738,0.269508558,0.522147814,0.218133308,0.684108371,0.418561768,0.513427007,0.143860819,0.373898117,0.19054878
0.355327178,0.759992528,0.44927838,0.457322742,0.918569051,0.526467741,0.156803737,0.790677366,0.695906962,0.125301844,0.353592926,0
0.317847504,0.249491099,0.625942759,0.477296132,0.934208209,0.175928531,0.496281561,0.227835431,0.869155769,0.316817372,0.220012978,0.785714286
0.089508242,0.48895658,0.144354416,0.722287888,0.769192221,0.269536322,0.969427244,0.281957283,0.868685953,0.173919173,0.176223169,0.567307692
0.160813991,0.270051479,0.867841586,0.905271234,0.135449956,0.178567026,0.750832173,0.538275947,0.428996703,0.402788205,0.169488146,0.243123772
0.899061583,0.310759169,0.572876463,0.387221862,0.258698313,0.613755324,0.584840815,0.932940918,0.865371988,0.343995439,0.437937687,0.011574074
0.201132454,0.609711282,0.689501635,0.899756164,0.010685602,0.153680966,0.043292759,0.856713102,0.128924083,0.150055952,0.124612978,0
0.899443527,0.789999114,0.914642635,0.305846622,0.959539669,0.244366329,0.568529563,0.36454889,0.837161572,0.66290124,0.354005052,0.734978541
0.415409462,0.835471651,0.802403202,0.939677845,0.181745396,0.663057151,0.403434175,0.677924875,0.689369539,0.458475154,0.374575492,0
0.199080152,0.933558941,0.662723974,0.267719534,0.054745623,0.000527323,0.060786297,0.313775095,0.639657597,0.208863278,0.055760468,0.487804878
0.466625893,0.108684495,0.464841289,0.48625704,0.56967044,0.472552581,0.885628548,0.917519951,0.308713813,0.18803581,0.436584561,0.165052817
0.506369248,0.360822391,0.581276781,0.535512969,0.16356449,0.185589809,0.757339128,0.123452284,0.700519761,0.348280422,0.391984354,0.415477889
0.052516389,0.512620541,0.284542066,0.259888416,0.152187963,0.416667016,0.914664962,0.661476476,0.486603681,0.215115726,0.168117018,0.15562249
0.522320141,0.366426311,0.982117209,0.306135643,0.770971693,0.408632969,0.179087199,0.800480417,0.718331169,0.154862809,0.31126671,0
0.601687414,0.058621871,0.206886877,0.474108846,0.647463652,0.75604928,0.608658921,0.175808428,0.089660523,0.1090805,0.464619268,0.129310345
0.884553061,0.929231186,0.16450083,0.229232101,0.062756344,0.854546486,0.353084645,0.878069885,0.381399255,0.112366889,0.610749395,0.39556962
0.270880968,0.585186936,0.025968863,0.79240466,0.264364355,0.894120028,0.625784524,0.178624468,0.192631137,0.077216447,0.442797467,0.058139535
0.45871449,0.147224463,0.859443216,0.323464138,0.699109014,0.605456457,0.292863558,0.846688336,0.393788612,0.162261394,0.491253769,0.285714286
0.629481457,0.853186908,0.066502514,0.373668154,0.3728343,0.450054929,0.570080277,0.105973061,0.308569262,0.113094065,0.473412145,0.444915254
0.729935244,0.147716373,0.524437773,0.507498252,0.228305054,0.945987222,0.725039307,0.553100842,0.964366415,0.298775933,0.605235871,0.274621212
0.937810244,0.575550144,0.686359949,0.426222968,0.452389527,0.997896297,0.500126594,0.808754558,0.344720103,0.398039052,0.575192578,0.15625
0.19041462,0.953301245,0.712869676,0.808418676,0.825842669,0.834829284,0.532326838,0.253897783,0.802328622,0.615036693,0.367451464,0.237676056
0.866268065,0.890867078,0.396543671,0.499127697,0.114289448,0.174400389,0.308360334,0.251818632,0.885310638,0.274448571,0.218038956,0
0.147498791,0.756816682,0.48720135,0.126392895,0.307139185,0.217643901,0.182432252,0.624556382,0.105728706,0.111824703,0.221009323,0.375
0.526157938,0.077623653,0.952658678,0.793500435,0.992717444,0.721565633,0.166956706,0.016377434,0.328734927,0.187469932,0.549255643,0.3125
0.9977445,0.98870394,0.882457895,0.841852029,0.560141452,0.374570392,0.119617404,0.377662156,0.855941386,0.410319014,0.355146955,0.732758621
0.22748562,0.277804135,0.709891504,0.903066395,0.951164668,0.522221334,0.965189243,0.682730533,0.353672685,0.35914506,0.352823151,0.193661972
0.432665515,0.909479439,0.415484608,0.376592937,0.621835678,0.865216324,0.900243976,0.591479164,0.955023021,0.481588702,0.511297229,0
0.136061482,0.578037978,0.208199843,0.305118511,0.77811424,0.266224424,0.307489336,0.978892541,0.363891592,0.149354158,0.196042069,0.234375
0.384350582,0.248920398,0.585123515,0.309665851,0.728809812,0.729419177,0.908659352,0.865329543,0.603642319,0.315283106,0.512173742,0.076815642
0.463827235,0.595585167,0.777617613,0.266663433,0.317293963,0.576500344,0.974356924,0.629637035,0.70064495,0.557379128,0.388965652,0.007507508
0.458325008,0.598988174,0.695162497,0.209288818,0.972156827,0.379970147,0.397259207,0.293437729,0.206651164,0.263428009,0.290064005,0.048076923
0.770102855,0.933900817,0.993645988,0.030203599,0.746618896,0.711276593,0.798118754,0.540135445,0.633361204,0.948528271,0.565696783,0.070532915
0.827984638,0.605885036,0.899163149,0.782609247,0.921276895,0.044414926,0.615782095,0.736954317,0.430742969,0.472507116,0.144698582,0.265410959
0.749021159,0.785731575,0.661303854,0.793769968,0.609757039,0.059964503,0.675991759,0.958737061,0.717156474,0.41944218,0.248145874,0.33839779
0.241684093,0.906031931,0.654551675,0.267569225,0.209823307,0.55153324,0.920066472,0.787224766,0.569889225,0.549419623,0.409460197,0.408088235
0.56441921,0.114277525,0.253240227,0.968129294,0.270178332,0.027328294,0.749621604,0.580074231,0.49185352,0.16889449,0.120409293,0.485751295
0.183602246,0.173621889,0.062871574,0.710454786,0.833765088,0.363343528,0.075078031,0.0907983,0.403798306,0.040791061,0.182658979,0.083333333
0.095704496,0.451183122,0.590092057,0.959632293,0.839303074,0.337105269,0.420748511,0.996346589,0.974444204,0.238486659,0.205286556,0.357142857
0.995762762,0.832438564,0.007171733,0.558885447,0.816712045,0.555229805,0.19291826,0.205260275,0.45300805,0.053135339,0.649298213,0.284090909
0.374638861,0.123401443,0.992258261,0.234507791,0.549883437,0.533820544,0.134539879,0.011706653,0.660825355,0.138306265,0.477680831,0.4375
0.835920715,0.111461033,0.197998361,0.304931443,0.437094723,0.480901997,0.280050774,0.277980826,0.643273521,0.115259488,0.599735752,0.290178571
0.679171,0.282141033,0.064782292,0.314866279,0.931020271,0.592616328,0.212485933,0.385895876,0.169598332,0.04316386,0.361591376,0.416666667
0.989294319,0.426022397,0.59417881,0.781380039,0.825098244,0.601594589,0.725502614,0.640497553,0.478495545,0.284363378,0.515700999,0.07751938
0.346774272,0.508670762,0.507038468,0.232791352,0.096966129,0.168597103,0.939863968,0.819133378,0.205135319,0.306052515,0.23985804,0.346020761
0.074466443,0.062729437,0.01488475,0.868165225,0.860246726,0.876026528,0.02719359,0.909064161,0.241187904,0.040534644,0.266816488,0.166666667
0.699070365,0.291724513,0.658469474,0.88950352,0.929737969,0.124742756,0.559475464,0.033136335,0.925051631,0.304171851,0.185049743,0
0.822191976,0.014455639,0.607959258,0.239435421,0.600282113,0.327559432,0.419477879,0.375242758,0.767551676,0.179165181,0.387987571,0.666666667
0.686598922,0.865968717,0.083220664,0.718250419,0.811149411,0.957668329,0.060702659,0.579757395,0.322540609,0.061442807,0.508185575,0.694444444
0.661553641,0.325487746,0.891690152,0.057890944,0.081626065,0.746530045,0.955295547,0.408309028,0.022049931,0.34752396,0.468973156,0.625
0.516806034,0.81549788,0.997626709,0.822866177,0.35597709,0.428827042,0.942109223,0.415652567,0.786651981,0.788731849,0.465795037,0.540540541
0.554507047,0.040797593,0.181536193,0.88203666,0.501777398,0.379498308,0.958349938,0.960200136,0.490096076,0.144547348,0.421903418,0.24537037
0.001704868,0.559720902,0.635264242,0.427019586,0.483564958,0.197679652,0.186492344,0.681839593,0.023749888,0.14536873,0.076595934,0
0.258757049,0.657043739,0.47360417,0.3727632,0.517216912,0.449206361,0.137310114,0.157724104,0.706137335,0.179455823,0.383946283,0
0.542422588,0.801940476,0.407409809,0.013357457,0.156937899,0.442417437,0.22158054,0.021518698,0.026773857,0.095263628,0.412000332,0.436046512
0.46849167,0.003563363,0.267471751,0.4021137,0.303389044,0.428283561,0.316142387,0.98992192,0.663247219,0.113631605,0.499197768,0.580357143
0.088514704,0.044992208,0.364940471,0.87278858,0.755462972,0.933576509,0.236034944,0.284101623,0.239977856,0.052463594,0.158926011,0
0.766801241,0.170156961,0.374078838,0.104474257,0.35771892,0.997003762,0.415976922,0.641763044,0.863491804,0.194135049,0.573180756,0.694444444
0.044262973,0.576909753,0.468437026,0.602871821,0.127762262,0.568184425,0.028353167,0.106075954,0.362731352,0.13599627,0.328970892,0.357142857
0.089574734,0.085475508,0.069374412,0.786600398,0.523832011,0.504170741,0.746386266,0.450039184,0.319029801,0.086349992,0.275467489,0.301507538
0.051179158,0.785481084,0.3568058,0.964688651,0.091098645,0.99302324,0.865159465,0.838048485,0.681374965,0.310816449,0.383168318,0.184262948
0.070203177,0.458137941,0.469052244,0.028286068,0.52196104,0.162387167,0.491920255,0.671266521,0.56231075,0.182516433,0.12112153,0.5375
0.836386437,0.30180267,0.105265148,0.624888282,0.815477028,0.299720823,0.908119046,0.61361711,0.952404573,0.182912105,0.486102449,0.589533417
0.475963121,0.106668098,0.618199401,0.539977416,0.763803008,0.006865142,0.371403272,0.963066169,0.811378567,0.181669594,0.094189997,0.559895833
0.962022825,0.861494366,0.182346684,0.654688424,0.385855801,0.562456907,0.5308331,0.330030214,0.436739745,0.18174237,0.506271043,0.5
0.95880051,0.47521287,0.620771862,0.832415675,0.126353607,0.74582726,0.783785847,0.761390562,0.15868114,0.329665512,0.547193971,0.06533101
0.659276369,0.981710102,0.832790733,0.417438616,0.596897373,0.64329853,0.736216292,0.47439102,0.63848121,0.663968603,0.496429573,0.094339623
0.602982701,0.672958234,0.167569649,0.868165588,0.896590307,0.596054892,0.920870374,0.809038356,0.697161635,0.202709639,0.401965763,0
0.804296829,0.124035365,0.771133451,0.253416448,0.416749201,0.656023896,0.128141198,0.369954745,0.454818546,0.158365325,0.677291279,0
0.470273922,0.291800439,0.871031831,0.710684187,0.0777359,0.380444036,0.917295478,0.966910401,0.58158911,0.416063169,0.421505237,0.336838006
0.525020986,0.507949028,0.068612888,0.392256674,0.349201402,0.937566508,0.620836909,0.619601951,0.299711835,0.121925728,0.534275685,0.572033898
0.346976114,0.490403826,0.797093978,0.948446969,0.898285482,0.716477826,0.892616757,0.223100435,0.128886149,0.407647025,0.366678733,0.019430052
0.881826783,0.887742908,0.724193312,0.297250328,0.336929908,0.262830314,0.055309385,0.110067438,0.793343803,0.250843492,0.356301115,0.657894737
0.711174929,0.644360251,0.556887164,0.246872804,0.554632189,0.272115511,0.873521116,0.191292728,0.832907458,0.408334224,0.480775224,0.357402032
0.711086168,0.163370586,0.473191538,0.124192352,0.237277225,0.23607695,0.751595368,0.052537952,0.979770624,0.300069475,0.502227326,0.507767549
0.519722499,0.144189444,0.509245313,0.360348365,0.983695429,0.379705653,0.28389532,0.791786207,0.14325958,0.185659826,0.290783329,0.092592593
0.258762875,0.706108767,0.05825687,0.936870603,0.03422747,0.869068673,0.883010544,0.352724692,0.042648531,0.115534065,0.343208239,0.090042373
0.534563699,0.199774124,0.512985446,0.925813327,0.44097554,0.438726119,0.834536832,0.75109518,0.640541887,0.284598701,0.419975179,0.269736842
0.130901113,0.908514988,0.102964163,0.472359751,0.161709089,0.335279945,0.251137179,0.284859703,0.309463034,0.10264183,0.176925606,0
0.830559735,0.391043831,0.393901454,0.776216251,0.059381977,0.093100598,0.114803076,0.903246309,0.368674543,0.086028988,0.167573181,0
0.854690186,0.596701695,0.847476886,0.076412028,0.469358481,0.543098723,0.307880252,0.478993787,0.326401772,0.326152984,0.474895315,0.307017544
0.026261515,0.550286536,0.198738106,0.219345252,0.139522876,0.586361225,0.257653842,0.934138986,0.054189357,0.111278383,0.262043034,0.458333333
0.132668025,0.185949787,0.705139019,0.622658783,0.327844818,0.908662558,0.098021034,0.918166398,0.95243269,0.158439953,0.414299274,0.277777778
0.282115906,0.169754887,0.762793395,0.754709357,0.273727729,0.472303882,0.362748816,0.29067427,0.46203168,0.18493683,0.320956646,0
0.215347084,0.702300244,0.193134711,0.974161,0.359487599,0.664569959,0.008548999,0.369813404,0.467036727,0.101640512,0.288598274,0
0.337559567,0.270842893,0.05549302,0.052692434,0.213598507,0.965795113,0.114382741,0.366896419,0.924997124,0.042277932,0.574828918,0.294117647
0.709458982,0.913487392,0.690649915,0.976177748,0.625017442,0.063235532,0.888855276,0.75204575,0.174357445,0.47707098,0.189820794,0.293859649
0.993647854,0.450633502,0.059382975,0.944675614,0.040458674,0.628071513,0.216330528,0.094481799,0.770603261,0.061783208,0.600019363,0
0.370959435,0.923447084,0.069281273,0.616143592,0.236440478,0.665400283,0.01782847,0.712727585,0.427765951,0.055348131,0.440120306,0
0.054588061,0.619185844,0.615797232,0.580398273,0.626128257,0.300681948,0.407261897,0.103520813,0.620047269,0.257077406,0.196845311,0.44921875
0.159296167,0.699538855,0.498295966,0.837442282,0.148939456,0.113944305,0.652772266,0.651275868,0.156840396,0.24284789,0.127494787,0.245398773
0.920188523,0.441624053,0.610087284,0.825175017,0.568896479,0.454093394,0.064410458,0.699181251,0.248332458,0.144209512,0.542014644,0.3125
0.267137901,0.291413944,0.670907683,0.837281813,0.466321872,0.061480197,0.0846584,0.637567564,0.91967116,0.193354263,0.139457075,0.763888889
0.913334117,0.814921948,0.573222198,0.482453135,0.446253418,0.681220932,0.945187333,0.539334107,0.407939845,0.449146274,0.578369246,0.310721063
0.206185437,0.968463073,0.000138405,0.810077042,0.74075466,0.163874157,0.253076592,0.600479467,0.091515114,0.06655562,0.08813869,0
0.609598577,0.982381916,0.091247403,0.31134813,0.058587347,0.402221281,0.098914212,0.300642077,0.908169443,0.093463595,0.429436672,0.357142857
0.592082823,0.07341302,0.554776145,0.873329265,0.979287365,0.713632941,0.612527915,0.603008037,0.076532508,0.15591965,0.485910711,0.202702703
0.457638632,0.257327399,0.723552995,0.203635357,0.507466359,0.314675743,0.210613418,0.043735943,0.420119977,0.130739297,0.238066578,0.227272727
0.292759159,0.730850095,0.676440362,0.95871469,0.456126782,0.688230582,0.606188909,0.017963981,0.261564245,0.343199071,0.402104201,0.180084746
0.914182778,0.701423099,0.740263222,0.532681722,0.929818719,0.927812882,0.245958594,0.515976185,0.378688568,0.124651124,0.591384173,0.340909091
0.098721905,0.825995227,0.914752931,0.065541654,0.872966744,0.619861981,0.328373734,0.80857796,0.231230648,0.378609131,0.397546104,0.575842697
0.616205754,0.940677685,0.120270585,0.828061524,0.741976193,0.145048837,0.254088349,0.112888304,0.675625556,0.134458707,0.181243096,0
0.841104238,0.152969213,0.060484818,0.107275772,0.032180797,0.937748852,0.259124348,0.841096249,0.797780456,0.057369802,0.686896064,0
0.6583063,0.955754082,0.322613249,0.809365947,0.87883363,0.085300211,0.227663008,0.624200919,0.463297476,0.123796914,0.275360477,0.387931034
0.918369847,0.174500464,0.187492003,0.477501665,0.876097221,0.233432278,0.112454041,0.775701428,0.65050508,0.081222232,0.356021187,0
0.077003041,0.055831543,0.569111359,0.414262639,0.316083595,0.532924662,0.764091809,0.695227541,0.489348805,0.274894522,0.319691776,0.622159091
0.360143874,0.468652211,0.535489186,0.606629883,0.177502302,0.320881582,0.585839249,0.843933847,0.834815948,0.292075864,0.384146026,0.29296875
0.550412673,0.410333557,0.125820336,0.58931322,0.338413711,0.862247922,0.347104083,0.146145945,0.681169453,0.116869859,0.58039283,0.364583333
0.741628389,0.560523656,0.242365143,0.118068124,0.853927425,0.623713879,0.789629228,0.034668512,0.823195696,0.243012302,0.535467323,0.201065891
0.693430656,0.646828768,0.79135937,0.426193485,0.341917248,0.415887265,0.149745882,0.669960231,0.250522804,0.208627332,0.451614606,0.535714286
0.348224646,0.184601289,0.525432796,0.815256661,0.824064937,0.640844193,0.626739559,0.70562751,0.861386087,0.241217383,0.405803246,0
0.483971055,0.49063205,0.775471764,0.698830727,0.378138248,0.347743293,0.343628653,0.796497301,0.50188139,0.340338569,0.326968895,0.202702703
0.924995467,0.957530565,0.736903297,0.920718397,0.569379633,0.295114058,0.044194052,0.310308721,0.748171196,0.349993957,0.298853506,0
0.194534957,0.513072028,0.904020032,0.966236417,0.943211757,0.6080907,0.571179102,0.906321349,0.827159049,0.480974013,0.357198067,0.177364865
0.278302779,0.788952798,0.742555303,0.830416865,0.232147325,0.581016336,0.805109061,0.403250105,0.402286705,0.552728209,0.398794568,0.323992995
0.796340259,0.421024992,0.744385122,0.578028084,0.68464193,0.577468339,0.177386995,0.000353745,0.887008529,0.190743862,0.430136647,0
0.930735485,0.712445979,0.024506301,0.878081958,0.231961813,0.716508322,0.559442547,0.302331039,0.19886038,0.082487637,0.548314371,0.612840467
0.15916239,0.206107212,0.125313259,0.64470588,0.701476782,0.238170305,0.484325501,0.174939195,0.239172246,0.073695259,0.117682913,0
0.752334795,0.931213614,0.720937956,0.365396252,0.475024821,0.773716345,0.857446634,0.445545035,0.703203017,0.7144567,0.552979704,0.107044199
0.1512456,0.199106371,0.836501501,0.878534998,0.010677512,0.102544318,0.437124562,0.218140859,0.228193292,0.177775339,0.130377594,0.613207547
0.171111726,0.701877213,0.166618709,0.563518598,0.29866731,0.052864186,0.030473129,0.256966807,0.234523399,0.068257425,0.156098584,0.855263158
0.885152885,0.272903768,0.235991376,0.306397791,0.503595367,0.901260432,0.848647918,0.395588008,0.286444837,0.183854679,0.557501841,0.624217772
0.884647193,0.15515517,0.672749244,0.007605486,0.062949,0.004523609,0.2494762,0.995322673,0.566330146,0.12495515,0.066116207,0.592105263
0.712829822,0.639249472,0.093388296,0.840992121,0.015740504,0.400011065,0.20736273,0.961680584,0.244891855,0.024110083,0.455276433,0.277777778
0.234494378,0.096904424,0.829595802,0.541661947,0.385094183,0.11444242,0.444635111,0.756889457,0.035630189,0.175548026,0.131016845,0.519230769
0.166862836,0.247392178,0.772821143,0.476805625,0.122099267,0.245416138,0.410538382,0.606235404,0.364733383,0.188166565,0.26556721,0.625
0.103828313,0.072074847,0.209992478,0.976323421,0.663602186,0.43784745,0.337528941,0.641471153,0.415083901,0.079013667,0.194185249,0.147058824
0.910415041,0.210976208,0.531832642,0.108211102,0.989881351,0.726027146,0.387967767,0.97561176,0.365434836,0.204187018,0.565364798,0.652173913
0.224266369,0.257397941,0.516548444,0.8650537,0.191165763,0.682440135,0.138037353,0.135562379,0.410576235,0.11395318,0.378375435,0
0.543869429,0.370170891,0.028815121,0.771257901,0.909487057,0.968593701,0.703662741,0.853941935,0.623706165,0.099491891,0.536908647,0.013297872
0.894986734,0.102067358,0.745677105,0.415516153,0.665380809,0.296610945,0.511446683,0.240720866,0.45723647,0.264855621,0.401770577,0.013020833
0.13978647,0.872314349,0.937389435,0.995845813,0.823745406,0.783231937,0.733256401,0.017775796,0.95906487,0.689540476,0.439478898,0.526315789
0.144385877,0.881398816,0.01279481,0.864780494,0.755324485,0.340666137,0.168791377,0.803583293,0.865707296,0.071473786,0.262745394,0.592105263
0.921571303,0.535185759,0.524309133,0.111597719,0.858205488,0.137676979,0.696058611,0.455517038,0.390124169,0.254017008,0.269000872,0
0.448580253,0.148979959,0.677307609,0.713000515,0.016729311,0.177213354,0.968776577,0.876428503,0.378748845,0.302925279,0.313867879,0.437322946
0.827576629,0.107117417,0.805532517,0.592291874,0.936380898,0.147122877,0.718112759,0.700505425,0.973883529,0.399758273,0.362810407,0.549450549
0.527216656,0.554588136,0.560256406,0.390467051,0.054409856,0.822426741,0.471372436,0.582482604,0.98925722,0.295015368,0.514326781,0.046296296
0.578002424,0.378534376,0.181250018,0.008395556,0.709341417,0.166773364,0.395841735,0.450840105,0.099330008,0.075910714,0.369090302,0.618932039
0.618978234,0.239206927,0.90466017,0.729238698,0.662536073,0.178019516,0.611420459,0.863117013,0.45383176,0.291188522,0.224924833,0
0.565658307,0.768202507,0.360942105,0.75885334,0.553538023,0.577183886,0.960703255,0.679992597,0.505377829,0.277938777,0.382470888,0
0.196669904,0.596333295,0.695498405,0.649432512,0.253429121,0.274141152,0.484205237,0.605863598,0.730295604,0.377851008,0.280372054,0.709459459
0.411597004,0.963409793,0.000497558,0.905164368,0.802830109,0.845696774,0.598266154,0.620028294,0.616208454,0.114560025,0.440225391,0.108695652
0.310284848,0.483184535,0.986396984,0.281331549,0.533263045,0.789192143,0.503241722,0.977391653,0.758051346,0.437486103,0.459562886,0.041946309
0.874890766,0.505059396,0.382424772,0.215474898,0.29684637,0.027153998,0.12165426,0.512717922,0.317808035,0.120379558,0.138913629,0.294117647
0.523461026,0.909695772,0.439699271,0.929476091,0.948753553,0.671341141,0.402531762,0.278900613,0.473189098,0.278479621,0.386175035,0.238095238
0.437182418,0.832701202,0.279132538,0.913640075,0.491931012,0.115308557,0.443019734,0.105020008,0.445250978,0.163190617,0.197256139,0.307377049
0.213920733,0.697148996,0.408215878,0.63535986,0.399211001,0.98256907,0.825520852,0.780412112,0.393501915,0.293050587,0.427157451,0.020833333
0.446944195,0.249643321,0.20416938,0.811959714,0.474541813,0.807571226,0.025524264,0.705309584,0.244092168,0.045874129,0.535529516,0
0.572141271,0.462861054,0.580070137,0.50388004,0.201029063,0.581222651,0.407127076,0.158636861,0.492340402,0.200901113,0.535275476,0.256849315
0.709703802,0.5109598,0.300818093,0.678772762,0.064690695,0.199173199,0.732282093,0.670624066,0.295036858,0.168175132,0.379298834,0.387426901
0.501396278,0.430526777,0.70614982,0.637695859,0.92261411,0.094141755,0.663351228,0.845116883,0.840539922,0.391144577,0.246114199,0.412844037
0.833821718,0.279368687,0.523871756,0.544338419,0.432661514,0.949937845,0.413315401,0.009832175,0.633366857,0.173854323,0.671358511,0
0.75153851,0.721099506,0.346960546,0.856978424,0.355611553,0.733709398,0.385074601,0.329917651,0.084881495,0.14526781,0.436388626,0.203488372
0.318765795,0.419816188,0.543430497,0.226584566,0.816613517,0.347372999,0.013037513,0.669966742,0.466795143,0.107111008,0.325000328,0.25
0.320770095,0.424353482,0.907007065,0.238981499,0.188188476,0.150208715,0.198013708,0.498370422,0.297275922,0.148165832,0.131978262,0
0.309339963,0.709973196,0.386782541,0.583189439,0.111688476,0.584398076,0.545935872,0.448703538,0.937219966,0.374721535,0.422649975,0.303030303
0.391142196,0.900281959,0.176784336,0.199927974,0.533172355,0.556405033,0.835119876,0.570318321,0.742678703,0.269956734,0.462010973,0.612745098
0.932883393,0.42865989,0.859551207,0.533410749,0.02897332,0.28232623,0.736647915,0.810800716,0.285594005,0.30245641,0.428786493,0.208333333
0.601679864,0.99581839,0.228655535,0.372561695,0.370144837,0.125702189,0.395771962,0.152703119,0.179658163,0.128464064,0.358604435,0.553571429
